url_path,views_total,views_unique
/SuperDuperDB/superduperdb,2206,1098
/SuperDuperDB/superduperdb/blob/main/README_zh.md,741,190
/SuperDuperDB/superduperdb/pulls,335,28
/SuperDuperDB/superduperdb/issues,299,66
/SuperDuperDB/superduperdb/tree/main/superduperdb,206,43
/SuperDuperDB/superduperdb/tree/main/examples,196,44
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,142,29
/SuperDuperDB/superduperdb/blob/main/examples/sql-example.ipynb,100,27
/SuperDuperDB/superduperdb/pull/1662,79,5
/SuperDuperDB/superduperdb/tree/main/superduperdb/backends,78,19
