url_path,views_total,views_unique
/SuperDuperDB/superduperdb,2546,1439
/SuperDuperDB/superduperdb/blob/main/README_zh.md,1003,288
/SuperDuperDB/superduperdb/issues,276,83
/SuperDuperDB/superduperdb/pulls,255,30
/SuperDuperDB/superduperdb/tree/main/examples,178,42
/SuperDuperDB/superduperdb/tree/main/superduperdb,165,37
/SuperDuperDB/superduperdb/pull/1607,93,4
/SuperDuperDB/superduperdb/blob/main/examples/question_the_docs.ipynb,92,21
/SuperDuperDB/superduperdb/blob/main/examples/sql-example.ipynb,85,25
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,80,25
