url_path,views_total,views_unique
/SuperDuperDB/superduperdb,2964,1679
/SuperDuperDB/superduperdb/blob/main/README_zh.md,1684,458
/SuperDuperDB/superduperdb/issues,313,90
/SuperDuperDB/superduperdb/pulls,253,35
/SuperDuperDB/superduperdb/tree/main/examples,182,49
/SuperDuperDB/superduperdb/tree/main/superduperdb,165,45
/SuperDuperDB/superduperdb/pull/1607,132,8
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,84,28
/SuperDuperDB/superduperdb/blob/main/examples/sql-example.ipynb,81,20
/SuperDuperDB/superduperdb/tree/main,79,49
