url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1847,871
/SuperDuperDB/superduperdb/blob/main/README_zh.md,627,147
/SuperDuperDB/superduperdb/issues,309,55
/SuperDuperDB/superduperdb/pulls,302,24
/SuperDuperDB/superduperdb/tree/main/examples,220,41
/SuperDuperDB/superduperdb/tree/main/superduperdb,212,42
/SuperDuperDB/superduperdb/stargazers,170,9
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,140,31
/SuperDuperDB/superduperdb/pull/1662,117,6
/SuperDuperDB/superduperdb/blob/main/examples/sql-example.ipynb,87,22
