url_path,views_total,views_unique
/SuperDuperDB/superduperdb,21449,13785
/SuperDuperDB/superduperdb/blob/main/README_zh.md,2085,687
/SuperDuperDB/superduperdb/tree/main/superduperdb,1083,267
/SuperDuperDB/superduperdb/issues,1063,337
/SuperDuperDB/superduperdb/tree/main/examples,768,210
/SuperDuperDB/superduperdb/pulls,550,95
/SuperDuperDB/superduperdb/fork,528,249
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,409,134
/SuperDuperDB/superduperdb/blob/main/docs/hr/static/img/superduperdb.gif,331,159
/SuperDuperDB/superduperdb/tree/main/superduperdb/backends,321,101
