url_path,views_total,views_unique
/SuperDuperDB/superduperdb,1916,927
/SuperDuperDB/superduperdb/blob/main/README_zh.md,649,146
/SuperDuperDB/superduperdb/issues,284,63
/SuperDuperDB/superduperdb/tree/main/superduperdb,244,44
/SuperDuperDB/superduperdb/tree/main/examples,231,48
/SuperDuperDB/superduperdb/pulls,221,21
/SuperDuperDB/superduperdb/stargazers,165,6
/SuperDuperDB/superduperdb/blob/main/examples/chat_with_your_database.ipynb,139,30
/SuperDuperDB/superduperdb/tree/main,86,39
/SuperDuperDB/superduperdb/blob/main/examples/sql-example.ipynb,84,24
